name,smiles,formula,molecular_weight,log_p,fragneg,cas,dtxsid
N-Nitrosodiphenylamine,C1=CC=C(C=C1)N(C2=CC=CC=C2)N=O,C12H10N2O,198.22,1.517,"171.05639,1.82075471698113;147.05639,100;77.03967,23.2264150943396;145.04074,60.3396226415094",86-30-6,DTXSID6021030
Fluconazole,C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O,C13H12F2N6O,306.27,-0.958,"191.06868,100;68.02542,69.23;82.04107,16.8;222.04844,17.315;108.02034,2.955;113.02083,3.74;170.04229,2.27;204.03788,1.415;259.07491,4.09",86386-73-4,DTXSID3020627
"N2-[4-cyano-3-(trifluoromethyl)phenyl]-N2-(2,2,2-trifluoroethyl)glycinamide",C1=CC(=C(C=C1N(CC(=O)N)CC(F)(F)F)C(F)(F)F)C#N,C12H9F6N3O,325.21,1.95,"281.05189,46.5951094682968;41.99854,100;197.03321,44.9957350014217;265.02059,35.9823713392095;41.00329,7.61302246232585;68.99576,11.7642877452374;83.01141,16.4842195052602;170.02231,71.0833096388968;240.03902,22.3841342052886",864283-48-7,DTXSID1047312
Hexaflumuron,C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=CC(=C(C(=C2)Cl)OC(C(F)F)(F)F)Cl)F,C16H8Cl2F6N2O3,461.1,4.586,"41.99854,100;438.96811,59.1043261691726;113.02083,17.2723918457707;156.02664,13.7764043907389;255.95493,18.7851674199797;275.96116,30.3615902592012;174.95793,11.0921501706485;398.99766,4.05866617470713",86479-06-3,DTXSID3032620
Azinphos-methyl,COP(=S)(OC)SCN1C(=O)C2=CC=CC=C2N=N1,C10H12N3O3PS2,317.3,1.463,"124.98316,100;94.9726,19.06;108.95186,28.775;59.99134,3.47;118.02984,6.15;146.03599,50;160.05164,4.975;190.00806,9.215",86-50-0,DTXSID3020122
Fluorene,C1C2=CC=CC=C2C3=CC=CC=C31,C13H10,166.22,3.772,"139.05532,100",86-73-7,DTXSID8024105
N-Methyl-2-pyrrolidone,CN1CCCC1=O,C5H9NO,99.13,-0.17,"28.01927,10.32;56.01419,6.04;67.01894,41.44;82.02984,10.2;96.04549,9.93;41.00329,100;43.01894,5.49;44.05057,6.56;52.01927,7.4;54.03492,7.44;55.01894,13.84;57.03459,4.37;65.00329,11.6;66.03492,8.67;68.05057,5.4;69.03459,8.82",872-50-4,DTXSID6020856
Flumiclorac-pentyl,CCCCCOC(=O)COC1=C(C=C(C(=C1)N2C(=O)C3=C(C2=O)CCCC3)F)Cl,C21H23ClFNO5,423.9,3.656,"59.01385,61.8249980059025;121.0295,5.75895349764697;125.0608,8.04020100502512;274.02764,44.3088458163835;292.01822,25.1176517508176;294.03387,100;75.00877,3.85259631490787;252.02331,3.72497407673287;266.03896,16.1840950785674;290.00257,20.1005025125628;296.04952,11.6774347930127;298.06517,4.13974635080163;300.08082,19.4703677115737;316.01822,4.08391162160006;332.03312,6.50075775703916;334.02879,16.3994576054878;342.09139,3.84461992502193;350.0237,7.74507457924543;352.03935,12.3873334928611;358.0863,5.0889367472282;34.9694,13.2487836005424;90.97563,3.86854909467975;91.05532,3.27031985323443;92.99128,4.20355746988913;95.00693,8.76605248464545;107.05024,3.43782404083912;132.98619,3.88450187445162;150.05605,9.42809284517827;160.0404,14.7962032384143;162.05605,4.48273111589695;170.02475,7.72912179947356;172.0404,11.5418361649517;174.05605,79.7638988593763;176.0717,36.8748504426896;178.08735,10.4410943606924;198.01967,3.58139905878599;200.03532,2.91935869825317;202.05097,22.9480737018425;248.01199,3.1586503948313;260.05645,2.6720906117891;274.0721,3.63723378798756;276.08775,2.86352396905161;288.08775,6.22956050091728;290.1034,4.1556991305735;420.10195,3.72497407673287",87546-18-7,DTXSID2032554
"1,2,3-Trichlorobenzene",C1=CC(=C(C(=C1)Cl)Cl)Cl,C6H3Cl3,181.4,2.547,"94.94608,0.690776107273466;82.9694,100;34.9694,60.1787891101178",87-61-6,DTXSID8026193
"2,6-Dimethylaniline",CC1=C(C(=CC=C1)C)N,C8H11N,121.18,0.897,"93.07097,0.82;118.06622,61.28;63.02402,52.12;65.03967,75.77;67.05532,100;104.05057,75.7",87-62-7,DTXSID8026307
Dimethenamid,CC1=CSC(=C1N(C(C)COC)C(=O)CCl)C,C12H18ClNO2S,275.8,1.719,"202.00989,100;208.08016,11.307302400713;244.05684,7.63660669525984;34.9694,6.6339887483986;74.96432,18.2476466328747;111.02739,18.0471230435025;124.02264,14.3262964407063;152.01756,62.9031359661338;152.05394,62.613490781485;154.06959,56.8595777864424;166.06959,13.7302957722943;194.06451,14.9000167102991;198.09581,6.41675485991199;230.04119,12.5048738372417;55.01894,3.13596613379379;126.03829,17.1614771904417;150.03829,3.25850832729906;154.03321,3.05241463822202;166.03321,2.66250765888709;168.04886,2.87417144766891;180.04886,2.64579735977274",87674-68-8,DTXSID4032376
L-Tartaric acid,C(C(C(=O)O)O)(C(=O)O)O,C4H6O6,150.09,-2.238,"87.00877,87.5931098696462;105.01933,100;59.01385,93.546322160149;72.99312,62.7851489757914;75.00877,39.7695530726257;44.9982,58.1936685288641",87-69-4,DTXSID8023632
Cinmethylin,CC1=CC=CC=C1COC2CC3(CCC2(O3)C)C(C)C,C18H26O2,274.4,3.568,"151.11284,43.11;91.05532,59.96;103.05532,20.96;147.08154,6;153.12849,17.93;167.10775,53.35;169.1234,100;105.07097,21.475;123.04515,16.06;125.09719,20.14;149.09719,16.445;153.0921,34.11;165.0921,11.485",87818-31-3,DTXSID3034456
Tralkoxydim,CCC(=NOCC)C1=C(CC(CC1=O)C2=C(C=C(C=C2C)C)C)O,C20H27NO3,329.4,4.061,"282.14995,35.746470411535;284.1656,100;300.16052,16.1560028036447;254.11865,77.6209071793331;256.1343,51.4819265044558;258.14995,15.2398117552819;266.15504,62.7165314909382;268.1343,56.5084609992991;270.11357,3.5796535496145;43.01894,18.3288274757184;45.03459,14.8092520276359;68.05057,12.9518373886052;110.06114,20.1962551316712;119.08662,14.583959146891;121.10227,6.57855211775308;143.08662,9.22699509362171;159.11792,34.4297586862922;161.13357,7.61489936917993;162.05605,8.06047862220887;163.14922,8.35586262140783;164.0717,8.39591468909583;189.12849,9.10683889055773;229.1234,24.1113447481726;231.13905,21.0373485531191;241.1234,9.56243116050866;256.17069,11.8003404425753;265.1234,5.88264744167418;266.11865,8.86151997596876;267.13905,21.7833183138079;269.1547,23.9611494943426;271.17035,10.2533293281266;286.18125,5.87263442475218;300.1969,5.97777110243316",87820-88-0,DTXSID1034973
Pentachlorophenol,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)O,C6HCl5O,266.3,3.62,"168.90202,100",87-86-5,DTXSID7021106
Symclosene,C1(=O)N(C(=O)N(C(=O)N1Cl)Cl)Cl,C3Cl3N3O3,232.41,0.588,"0,100;",87-90-1,DTXSID2026523
"2,4,6-Trichlorophenol",C1=C(C=C(C(=C1Cl)O)Cl)Cl,C6H3Cl3O,197.4,2.466,"164.90711,0.772626931567329;34.9694,100",88-06-2,DTXSID5021386
N-Vinyl-2-pyrrolidone,C=CN1CCCC1=O,C6H9NO,111.14,0.283,"92.05057,99.6296570624398;40.01927,100;55.01894,14.0804384860381;41.00329,30.9680764387823;41.99854,23.5538108288275;42.03492,17.7542404266351;66.03492,74.0685875120362;84.04549,15.4655210725131",88-12-0,DTXSID2021440
2-tert-Butylphenol,CC(C)(C)C1=CC=CC=C1O,C10H14O,150.22,2.507,"133.06589,27.7;93.03459,77.08;41.00329,100;65.00329,21.69;67.01894,15.92;95.08662,20.57;97.06589,17.13;105.07097,28.18;107.08662,19.22;117.03459,19.44",88-18-6,DTXSID2026525
"2,5-Di-tert-butylbenzene-1,4-diol",CC(C)(C)C1=CC(=C(C=C1O)C(C)(C)C)O,C14H22O2,222.32,3.776,"193.15979,100;81.07097,31.1167472457795;83.08662,76.182927795831;191.14414,38.8761195212808;109.06589,79.2581437742728;111.08154,68.1065229452326;135.08154,28.8103352619482;137.0608,23.3018942696362;147.04515,19.7907585004359;149.0608,49.3698977569945;205.1234,58.7540619798684",88-58-4,DTXSID8041248
2-tert-Butyl-5-methylphenol,CC1=CC(=C(C=C1)C(C)(C)C)O,C11H16O,164.24,2.899,"135.11792,5.86;79.05532,10.91;95.08662,13.78;107.05024,100;121.06589,24.14;123.08154,19.86;131.05024,10.81",88-60-8,DTXSID2026529
Myclobutanil,CCCCC(CN1C=NC=N1)(C#N)C2=CC=C(C=C2)Cl,C15H17ClN4,288.77,2.624,"82.04107,30.1611308242685;204.05855,4.21150602059217;34.9694,16.2236053749055;68.02542,100;150.0116,6.41614798441045;164.02725,8.69059391542086;206.04905,5.32255249840033;218.04905,4.47327089756268;218.0742,8.83601884707114;231.06945,4.61869582921296;235.10075,4.14170205340004;256.0647,8.06817520795765;258.08035,8.58588796463266;260.096,17.6720376941423;270.08035,4.124251061602;41.01452,2.98411959746379;66.00977,2.11738700482811;285.09125,3.95555814088767",88671-89-0,DTXSID8024315
2-Nitrotoluene,CC1=CC=CC=C1[N+](=O)[O-],C7H7NO2,137.14,1.425,"135.03258,25.58;49.00837,100;63.02402,23.29;65.03967,14.93;73.00837,19.35;84.0091,20.19",88-72-2,NA
Dinoseb,CCC(C)C1=C(C(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-])O,C10H12N2O5,240.21,3.745,"0,100;",88-85-7,DTXSID3020207
Tri (n-octyl) Trimellitate,CCCCCCCCOC(=O)C1=CC(=C(C=C1)C(=O)OCCCCCCCC)C(=O)OCCCCCCCC,C33H54O6,546.8,11.256,"275.12888,96.7721745350501;127.11284,22.2013590844063;129.12849,53.5854792560801;277.14453,100;319.11871,3.39771101573677;321.13436,3.19206008583691;389.26973,35.1394849785408;415.249,21.101573676681;431.24391,26.4127324749642;433.25956,21.0479256080114;439.30651,30.9459942775393;503.33781,4.46173104434907;517.35346,36.3197424892704;527.3742,4.50643776824034;543.36911,4.43490701001431;121.06589,26.9760371959943;231.13905,43.2492846924177;233.1547,86.9545779685265;259.13397,19.8766094420601;261.14962,16.5236051502146;279.16018,37.2854077253219;303.16018,13.483547925608;331.19148,59.2453505007153;345.20713,40.2718168812589;347.22278,42.1226752503577;359.22278,16.6756080114449;361.23843,45.0196709585122;363.25408,21.8347639484979;385.23843,15.0393419170243;393.30103,19.2954220314735;395.31668,56.6791845493562;473.29086,14.0200286123033;489.32216,13.8054363376252;493.35346,16.2017167381974;495.36911,15.6831187410587;515.33781,15.2539341917024",89-04-3,DTXSID0047533
"(R)-5-((S)-1,2-dihydroxyethyl)-3,4-dihydroxyfuran-2(5H)-one",C(C([C@@H]1C(=C(C(=O)O1)O)O)O)O,C6H8O6,176.12,-0.178,"59.01385,100;71.01385,26.2033275833287;72.99312,10.7395247899393;87.00877,34.5445439875355;115.00368,69.1113460575371;157.01425,3.66145456568917;0.039924,0.0126993489510879;41.00329,66.7798119192032;43.01894,30.6271214734851;44.9982,2.5151633186801;56.9982,28.6405876133771;84.99312,11.7467030215347;112.98803,2.94363140615436",89-65-6,DTXSID0020105
Erythorbic acid,C(C(C1C(=C(C(=O)O1)O)O)O)O,C6H8O6,176.12,-0.178,"59.01385,100;71.01385,26.2033275833287;72.99312,10.7395247899393;87.00877,34.5445439875355;115.00368,69.1113460575371;157.01425,3.66145456568917;0.039924,0.0126993489510879;41.00329,66.7798119192032;43.01894,30.6271214734851;44.9982,2.5151633186801;56.9982,28.6405876133771;84.99312,11.7467030215347;112.98803,2.94363140615436",89-65-6,DTXSID5020570
2-(Butan-2-yl)phenol,CCC(C)C1=CC=CC=C1O,C10H14O,150.22,2.664,"131.08662,6.45;41.00329,12.83;49.00837,12.02;51.02402,9.92;63.02402,12.18;65.03967,26.41;67.05532,6.31;77.03967,19.7;89.03967,13.63;91.05532,23.65;93.03459,100;93.07097,7.39;103.05532,11.24;105.07097,6.51;107.05024,6.77;117.03459,16.8;119.05024,33.57;121.06589,11.64",89-72-5,DTXSID2022331
Thymol,CC1=CC(=C(C=C1)C(C)C)O,C10H14O,150.22,2.487,"105.07097,1.24;131.08662,3.93;41.00329,12.29;63.02402,29.44;65.03967,23.68;67.01894,10.02;79.05532,38.17;81.03459,16.84;107.05024,100;115.05532,10.49;117.03459,15.87;133.06589,61.68",89-83-8,DTXSID6034972
2-Anisidine,COC1=CC=CC=C1N,C7H9NO,123.15,0.564,"106.02984,78.78;40.01927,23.42;49.00837,10.32;50.00362,7.71;51.02402,10.81;55.01894,6.25;64.01927,19.65;66.03492,14.29;92.05057,100",90-04-0,DTXSID5023877
1-Methylnaphthalene,CC1=CC=CC2=CC=CC=C12,C11H10,142.2,3.616,"77.03967,0.959860383944154;115.05532,100",90-12-0,DTXSID9020877
2-Phenylphenol,C1=CC=C(C=C1)C2=CC=CC=C2O,C12H10O,170.21,2.571,"119.05024,39.33;117.03459,86.22;91.01894,100;101.03967,28.9;115.05532,36.01;139.05532,29.21;141.03459,29.93;143.05024,27.77;153.03459,22.95",90-43-7,DTXSID2021151
Michlers ketone,CN(C)C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)N(C)C,C17H20N2O,268.35,2.068,"120.08187,46.21;239.11899,55.13;44.05057,32.59;54.03492,29.55;91.01894,49.14;104.05057,64.09;120.04549,42.17;122.06114,42.5;132.04549,47.7;143.05024,22.81;153.03459,35.97;172.07679,100;174.09244,34.96;198.09244,75.96;208.07679,30.52;210.09244,74.89;224.10809,46.24;251.11899,70.11",90-94-8,DTXSID2020894
C10-21 sulfonic acids phenyl esters,CCCCCCCCCCCCCCCS(=O)(=O)OC1=CC=CC=C1,C21H36O3S,368.6,7.571,"289.18429,4.77050957715938;93.03459,100;64.97027,5.0234911456451;76.97027,7.76111311890134;78.98592,7.55330683050235;119.01722,4.27358149620528;147.04852,3.6863028550777;147.11792,4.2013010480665;149.02779,3.21647994217564;149.06417,5.83664618720636;156.99649,4.72533429707264;161.06417,3.72244307914709;163.04344,4.92410552945428;171.01214,5.32164799421756;173.02779,4.49042284062161;175.07982,4.72533429707264;217.12677,4.14709071196241;255.10604,5.32164799421756;261.15299,3.96638959161547;271.17372,2.80990242139501;273.15299,3.02674376581135;287.16864,4.07481026382363;297.15299,3.13516443801952;309.15299,3.91217925551138;311.16864,3.93024936754608;315.19994,6.11673292374413;317.21559,5.65594506685941;325.18429,4.3548970003614;339.19994,4.40910733646549;341.21559,6.08059269967474",91082-17-6,DTXSID1047526
Naphthalene,C1=CC=C2C=CC=CC2=C1,C10H8,128.17,3.224,"77.03967,0.0550941101122528;101.03967,7.78401070014543;0,100",91-20-3,DTXSID8020913
Quinoline,C1=CC=C2C(=C1)C=CC=N2,C9H7N,129.16,0.874,"77.03967,0.429517797612456;78.03492,0.859035595224912;102.03492,12.9167715863819;0,100",91-22-5,DTXSID1021798
Ethoxyquin,CCOC1=CC2=C(C=C1)NC(C=C2C)(C)C,C14H19NO,217.31,2.686,"188.10809,100;156.08187,4.89703259283282;158.09752,3.55115939678936;160.11317,2.54040322144749;172.07679,54.0511323712232;214.12374,4.38895194854332",91-53-2,DTXSID9020582
2-Naphthylamine,C1=CC=C2C=C(C=CC2=C1)N,C10H9N,143.18,1.677,"115.05532,100",91-59-8,DTXSID2020921
6-Methylquinoline,CC1=CC2=C(C=C1)N=CC=C2,C10H9N,143.18,1.266,"126.03492,0.65302568567697;115.05532,9.49063996517197;116.05057,100",91-62-3,DTXSID3020887
Coumarin,C1=CC=C2C(=C1)C=CC(=O)O2,C9H6O2,146.14,1.022,"117.03459,100;89.03967,19.6889566152743;91.01894,9.65399784869129;119.01385,17.698996055934",91-64-5,DTXSID7020348
"N,N-Diethylaniline",CCN(CC)C1=CC=CC=C1,C10H15N,149.23,2.407,"120.08187,35.16;118.06622,28.78;40.01927,23.85;42.03492,17.29;77.03967,16.07;92.05057,42.65;94.06622,11.52;104.05057,11.35;146.09752,100",91-66-7,DTXSID8021800
N-Nitrosodibutylamine,CCCCN(CCCC)N=O,C8H18N2O,158.24,2.425,"139.12407,21.650665022461;45.00944,67.4711529992072;68.05057,100;70.06622,36.4220910772483;72.08187,43.9002906720691;99.05639,23.5884788161719;122.09752,8.05954373293403;124.11317,88.0824451686779;126.12882,16.7356645820488;29.99854,32.5728882233771;66.03492,12.0761032326257;73.04074,13.326873954021;82.06622,12.9833524178631;98.09752,13.3973399101559;100.11317,7.37250066061834;101.07204,11.0807716022197",924-16-3,DTXSID2021026
Biphenyl,C1=CC=C(C=C1)C2=CC=CC=C2,C12H10,154.21,3.918,"103.05532,20.5198929661915;127.05532,1.05833258851417;0,100",92-52-4,DTXSID4020161
Phenothiazine,C1=CC=C2C(=C1)NC3=CC=CC=C3S2,C12H9NS,199.27,1.934,"172.02264,100;148.02264,2.95748613678373",92-84-2,DTXSID5021126
Benzidine,C1=CC(=CC=C1C2=CC=C(C=C2)N)N,C12H12N2,184.24,0.824,"157.07712,0.06;153.04582,1.23;181.07712,100",92-87-5,DTXSID2020137
Methyleugenol,COC1=C(C=C(C=C1)CC=C)OC,C11H14O2,178.23,2.276,"151.07645,8.65;117.07097,19.06;145.06589,100;161.0608,69.34;53.00329,17.26;55.01894,32.14;57.03459,17.27;63.02402,45.52;65.03967,87.17;67.05532,35.03;87.02402,19.48;89.03967,59.86;91.05532,53.86;93.03459,24.86;105.07097,16.71;107.05024,28.31;117.03459,56.19;121.06589,16.57;131.05024,33.07;133.06589,20.79;135.04515,48.74;145.0295,100;175.07645,13.23",93-15-2,DTXSID5025607
Prosulfuron,CC1=NC(=NC(=N1)OC)NC(=O)NS(=O)(=O)C2=CC=CC=C2CCC(F)(F)F,C15H16F3N5O4S,419.4,1.229,"139.06253,100;41.99854,18.05;67.03017,10.9866666666667;77.96552,0.97;98.03599,1.27666666666667;109.05197,9.86666666666667;111.06762,0.986666666666667;125.04688,24.17;252.03116,28.1266666666667;278.01042,1.19;320.03222,13.8433333333333;361.05877,14.89;386.05402,0.893333333333333;402.04893,0.86;0.04911,0.00994733333333333;40.01927,31.37;41.01452,5.09333333333333;56.01419,3.80333333333333;65.01452,5.39666666666667;82.04107,9.76;97.04074,2.77;99.06762,2.42;108.02034,2.57;127.06253,4.58;141.00157,6.46333333333333;151.02615,5.02;156.01247,3.26;217.01403,3.20333333333333;232.02493,10.6066666666667;250.01551,3.49333333333333;260.01984,2.28666666666667;265.04008,6.76333333333333;302.02166,4.34666666666667;345.06385,4.18;357.02747,6.11;359.04312,3.30666666666667;374.05402,2.48666666666667;416.06458,3.22",94125-34-5,NA
Propylparaben,CCCOC(=O)C1=CC=C(C=C1)O,C10H12O3,180.2,1.37,"59.05024,22.59;93.03459,100;137.02442,23.64;41.00329,2.425;43.01894,1.62;51.02402,1.815;53.00329,1.77;55.01894,2.05;65.00329,1.77;65.03967,2.51;67.01894,3.28;77.03967,1.92;121.0295,2.74",94-13-3,DTXSID4022527
Butylparaben,CCCCOC(=O)C1=CC=C(C=C1)O,C11H14O3,194.23,1.939,"73.06589,20.04;93.03459,100;137.02442,23.255;143.07137,8.94;41.00329,2.94;44.9982,2.005;65.00329,1.53;67.01894,2.665;77.03967,1.225;109.0295,1.99;121.0295,2.425",94-26-8,DTXSID3020209
Triethylene glycol bis(2-ethylhexanoate),CCCCC(CC)C(=O)OCCOCCOCCOC(=O)C(CC)CCCC,C22H42O6,402.6,5.536,"141.0921,15.6652470624455;143.10775,100;259.19148,10.3083790856381;275.1864,30.3915028990713;41.00329,2.63738519164657;43.01894,16.0911283288009;59.01385,3.63794961260198;61.0295,11.416696598081;87.00877,2.55015649853764;97.10227,21.6994201857458;99.11792,14.0079018933758;139.07645,7.51706090615219;187.13397,28.4160295551337;231.16018,12.5917184052542;257.17583,9.74908922982195;273.17075,3.83806249679306;277.20205,2.616860793268;303.18131,6.23941710708605;371.24391,2.40648570988763;44.9982,5.46975216788958;71.08662,4.77192262301811;93.07097,12.4839653137667;99.04515,3.67899840935913;113.0608,4.56154753963774;115.07645,16.0090307352866;123.08154,3.94581558828057;125.09719,14.5415362512186;127.07645,6.60885627790036;127.11284,17.1994458412438;129.0921,6.21376160911283;131.07137,8.37908563805223;133.08702,4.08948637693058;145.05063,5.85458463748781;145.1234,6.84488685925394;147.06628,9.8978911180666;149.08193,13.8334445071579;169.1234,4.95151110883062;171.13905,6.48057878803428;199.13397,4.90020011288419;201.14962,4.87454461491098;213.14962,3.87398019395556",94-28-0,DTXSID3026564
Cyproconazole,CC(C1CC1)C(CN2C=NC=N2)(C3=CC=C(C=C3)Cl)O,C15H18ClN3O,291.77,1.672,"68.02542,100;207.05822,6.53333333333333;34.9694,9.47666666666667;204.0334,1.84333333333333",94361-06-5,DTXSID0032601
Safrole,C=CCC1=CC2=C(C=C1)OCO2,C10H10O2,162.18,2.203,"135.04515,3.62783142315675;131.05024,100;63.02402,90.2445627650934;93.03459,14.0962007039076;103.05532,8.48298889991878;105.03459,14.0871762476311;133.06589,13.5908311524231",94-59-7,DTXSID0021254
2-Methyl-4-chlorophenoxyacetic acid,CC1=C(C=CC(=C1)Cl)OCC(=O)O,C9H9ClO3,200.62,1.196,"155.02692,13.9898397811645;34.9694,100;59.01385,65.1296079197603;53.00329,4.92379835873388;125.01635,24.4431418522861;138.99562,3.86869871043376",94-74-6,DTXSID4024195
"2,4-Dichlorophenoxyacetic acid",C1=CC(=C(C=C1Cl)Cl)OCC(=O)O,C8H6Cl2O3,221.03,1.592,"174.97229,23.47;34.9694,100;144.96173,0.505",94-75-7,DTXSID0020442
"4-(2,4-Dichlorophenoxy)butyric acid",C1=CC(=C(C=C1Cl)Cl)OCCCC(=O)O,C10H10Cl2O3,249.09,2.108,"160.95664,100;34.9694,21.4366666666667;53.00329,3.07;84.98505,4.18333333333333",94-82-6,DTXSID7024035
Methidathion,COC1=NN(C(=O)S1)CSP(=S)(OC)OC,C6H11N2O4PS3,302.3,1.774,"124.98316,100;94.9726,14.7445177202295;124.92902,34.0625167551338;156.95523,31.1993994960056;170.97088,7.21140957589405;57.97569,4.62709774274838;60.97536,10.6803924722535;90.00191,10.7822636855933;108.95186,53.6164280735617;144.95358,11.6991046056512;151.93992,4.50914160098654",950-37-8,DTXSID5020819
"3-[4-[2-(2,4-Difluorophenyl)-1-(3-ethoxyphenyl)imidazole-4-carbonyl]piperazin-1-yl]naphthalene-1-carboxylic acid",CCOC1=CC=CC(=C1)N2C=C(N=C2C3=C(C=C(C=C3)F)F)C(=O)N4CCN(CC4)C5=CC6=CC=CC=C6C(=C5)C(=O)O,C33H28F2N4O4,582.6,4.107,"507.16381,100;509.17946,57.9730089674154;517.20453,90.2335079463731;537.21076,32.6245227736837;553.16929,50.7014117020332;561.19436,6.43700612625411;18.99895,3.99094379827755;209.10842,2.17970345378674;211.12407,4.319453076445;213.13972,2.277368374323;271.06884,46.5550918938116;299.10014,19.8614933854213;489.15324,2.67246737103791;491.16889,29.7966793927018;493.18454,2.31732220545148;493.20453,3.55145165586433;505.14816,2.20190002663589;511.19511,17.3976737991654;535.17871,2.30400426174199;535.19511,4.66571961289177;93.03459,10.2459380271686;237.10334,13.4511231465862;255.07393,11.7064725206428;255.1139,12.4478380538045;263.11899,15.5065257924177;273.08449,27.8700168693954;275.10014,20.7005238391192;277.11579,11.8263340140282;279.09391,11.2891769510788;307.10882,36.5666341116932;309.12447,8.97185474562728;368.12161,10.1260765337832;415.13759,10.3258456894256;444.11652,10.7031874278611;461.14307,10.5877652490455;521.17946,10.3169670602859;525.13799,33.0151824558288;533.16306,9.41134688804049;537.17437,11.6265648583859;555.18494,8.80760010654355;565.16929,9.01180857675575;579.18494,22.8846666074758",954398-11-9,NA
2-Methylphenol,CC1=CC=CC=C1O,C7H8O,108.14,1.127,"79.05532,0.49;87.02402,3.17;41.00329,100;49.00837,67.88;51.02402,56.02;53.03967,24.22;63.02402,70.3;65.00329,71.66;65.03967,43.61",95-48-7,DTXSID8021808
2-Chlorotoluene,CC1=CC=CC=C1Cl,C7H7Cl,126.58,1.785,"96.98505,4.88738738738739;75.02402,3.58108108108108;49.00837,85.2477477477478;63.02402,85.3378378378378;65.03967,100;82.9694,85.3828828828829",95-49-8,NA
"1,2-Dichlorobenzene",C1=CC=C(C(=C1)Cl)Cl,C6H4Cl2,147,1.97,"118.94608,6.85358255451713;34.9694,100",95-50-1,DTXSID6020430
